Column1,loan_amnt,int_rate,emp_length,home_ownership,annual_inc,loan_status,dti,delinq_2yrs,fico_range_low,fico_range_high,fico_avg,purpose,tot_cur_bal,tot_hi_cred_lim,revol_util,grade
2100,12725,17.27,10+ years,MORTGAGE,71000,Fully Paid,23.78,0,665,669,667,debt_consolidation,329120,351644,61.4,C
2102,22000,20.49,9 years,MORTGAGE,50000,Fully Paid,27.84,0,660,664,662,credit_card,84535,97503,80.4,E
2105,24000,13.11,10+ years,MORTGAGE,119000,Fully Paid,27.13,0,695,699,697,debt_consolidation,455496,520319,63,B
2107,8825,14.65,3 years,RENT,35000,Charged Off,21.25,0,660,664,662,debt_consolidation,21758,35820,60.5,C
2109,8000,10.75,3 years,RENT,80000,Charged Off,19.59,2,695,699,697,other,55553,75975,52.5,B
2111,20000,9.49,10+ years,RENT,115000,Fully Paid,8.65,0,670,674,672,debt_consolidation,20402,61000,18.5,B
2112,8000,11.14,2 years,RENT,27000,Charged Off,9.02,0,680,684,682,debt_consolidation,5488,15100,36.3,B
2113,10000,12.69,10+ years,RENT,36000,Charged Off,20.07,0,660,664,662,debt_consolidation,46577,51894,45.2,C
2114,35000,18.54,1 year,MORTGAGE,138000,Fully Paid,11.35,0,670,674,672,debt_consolidation,112940,126565,92.5,E
2116,10500,12.99,10+ years,MORTGAGE,65000,Charged Off,31.04,0,690,694,692,debt_consolidation,87930,137155,61.7,C
2122,15000,6.39,9 years,MORTGAGE,65500,Fully Paid,19.99,1,735,739,737,debt_consolidation,355346,414947,61,A
2124,35000,18.54,9 years,MORTGAGE,450000,Fully Paid,16.88,0,665,669,667,debt_consolidation,692497,750887,86.9,E
2127,12000,16.99,10+ years,RENT,37000,Fully Paid,12.16,0,665,669,667,debt_consolidation,9566,21299,28.7,D
2129,18700,12.12,10+ years,RENT,46800,Charged Off,30.09,0,705,709,707,debt_consolidation,44780,50425,86,B
2130,20000,11.55,4 years,RENT,49000,Fully Paid,17.65,1,700,704,702,debt_consolidation,39015,90913,25.1,B
2131,7000,7.59,6 years,MORTGAGE,49000,Fully Paid,8.16,0,780,784,782,other,197924,224190,20.6,A
2134,8000,10.99,,MORTGAGE,25000,Fully Paid,24.53,0,665,669,667,debt_consolidation,85279,103781,40.9,B
2136,11500,12.35,2 years,OWN,35000,Fully Paid,24.51,0,660,664,662,credit_card,68672,70550,80.5,B
2137,3550,13.35,10+ years,OWN,65000,Charged Off,16.64,1,695,699,697,debt_consolidation,18891,30490,39.8,C
2138,1000,10.91,1 year,OWN,50000,Fully Paid,5.09,0,685,689,687,debt_consolidation,94034,143961,18.9,B
2143,7900,13.99,10+ years,MORTGAGE,46000,Charged Off,39.29,2,680,684,682,debt_consolidation,203695,237486,50.5,C
2145,16450,6.62,9 years,MORTGAGE,37761,Fully Paid,19.64,0,765,769,767,debt_consolidation,105605,156683,33.7,A
2147,16000,16.55,10+ years,RENT,41000,Charged Off,27.49,0,665,669,667,debt_consolidation,42508,51623,89.4,D
2148,24000,15.61,4 years,MORTGAGE,100000,Fully Paid,15.83,0,680,684,682,debt_consolidation,288246,319734,63.6,D
2151,12000,6.99,1 year,MORTGAGE,77600,Fully Paid,23.6,0,710,714,712,debt_consolidation,98588,143801,30.6,A
2160,9000,12.85,6 years,RENT,53000,Charged Off,17.58,0,695,699,697,credit_card,25791,49018,31.9,B
2162,10000,13.65,10+ years,MORTGAGE,90000,Fully Paid,8.73,2,670,674,672,debt_consolidation,344560,385994,84.3,C
2164,11200,11.14,9 years,MORTGAGE,60000,Fully Paid,23.72,0,700,704,702,credit_card,,,44.3,B
2166,35000,19.69,10+ years,MORTGAGE,72000,Charged Off,13.72,0,685,689,687,debt_consolidation,,,74.3,E
2167,7200,13.68,10+ years,MORTGAGE,32000,Fully Paid,16.99,0,690,694,692,home_improvement,59143,70359,71.9,C
2169,35000,12.88,4 years,MORTGAGE,196000,Fully Paid,12.84,0,705,709,707,debt_consolidation,672101,707223,47.3,C
2170,4200,6.92,9 years,RENT,50000,Fully Paid,8.93,0,710,714,712,credit_card,17803,41719,4.1,A
2171,40000,15.59,10+ years,MORTGAGE,160000,Fully Paid,11.56,0,690,694,692,car,391506,484055,22.8,C
2172,6000,11.67,7 years,MORTGAGE,52075,Fully Paid,17.03,0,665,669,667,home_improvement,176673,201983,33.6,B
2176,14000,19.52,10+ years,MORTGAGE,73590,Fully Paid,39.6,0,685,689,687,debt_consolidation,216507,247797,87.5,E
2181,8000,13.92,< 1 year,MORTGAGE,37732.83,Charged Off,5.88,0,770,774,772,small_business,,,24.1,C
2182,28000,14.46,10+ years,MORTGAGE,123000,Fully Paid,9.46,1,660,664,662,debt_consolidation,510508,532028,43.9,C
2184,20000,8.39,3 years,RENT,97500,Fully Paid,13.33,3,675,679,677,credit_card,66907,80263,92.3,A
2185,24725,18.25,10+ years,MORTGAGE,61957,Fully Paid,25.45,0,685,689,687,debt_consolidation,34811,52926,45.8,E
2186,5600,12.49,5 years,RENT,35000,Fully Paid,18.45,0,670,674,672,major_purchase,9344,42459,12.2,B
2188,8000,8.24,10+ years,MORTGAGE,67000,Fully Paid,19.81,0,695,699,697,credit_card,233162,260748,53.7,B
2189,15000,13.11,9 years,MORTGAGE,83000,Fully Paid,20.44,0,685,689,687,debt_consolidation,158947,174772,88.2,B
2190,20000,13.67,10+ years,MORTGAGE,48000,Fully Paid,13.98,0,660,664,662,debt_consolidation,164961,180650,58,C
2191,11200,10.75,7 years,OWN,70000,Fully Paid,12,0,745,749,747,credit_card,135063,150377,51,B
2192,8000,12.99,< 1 year,OWN,60000,Fully Paid,27.2,0,730,734,732,vacation,70661,114665,4.3,C
2194,11200,22.39,9 years,MORTGAGE,54000,Fully Paid,21.2,0,680,684,682,debt_consolidation,215940,244708,52,E
2195,20000,8.39,4 years,MORTGAGE,87200,Fully Paid,9.44,2,675,679,677,debt_consolidation,72622,97900,75.5,A
2197,2500,12.12,10+ years,MORTGAGE,45000,Charged Off,22.37,0,700,704,702,debt_consolidation,141582,168051,43.5,B
2198,13000,9.75,10+ years,MORTGAGE,70000,Charged Off,22.42,0,710,714,712,debt_consolidation,189573,250065,69.8,B
2202,20000,6.03,10+ years,MORTGAGE,110000,Fully Paid,11.7,0,780,784,782,debt_consolidation,320635,399200,32.9,A
2212,16000,9.67,,RENT,50800,Fully Paid,32.27,0,730,734,732,debt_consolidation,61211,92226,21.3,B
2215,3050,11.14,10+ years,RENT,38000,Fully Paid,25.33,0,700,704,702,debt_consolidation,151538,188789,69.7,B
2217,15000,11.67,2 years,RENT,43000,Fully Paid,31.15,0,705,709,707,debt_consolidation,45744,81912,38.6,B
2218,8000,12.35,2 years,RENT,25000,Fully Paid,16.27,0,705,709,707,debt_consolidation,10786,18200,59.3,B
2224,10000,12.49,10+ years,MORTGAGE,75000,Fully Paid,13.15,0,725,729,727,home_improvement,298207,347056,41,B
2227,14400,6.99,10+ years,RENT,45000,Fully Paid,19.73,1,735,739,737,debt_consolidation,13493,48280,19.7,A
2228,9700,21,5 years,RENT,40000,Charged Off,14.64,0,665,669,667,debt_consolidation,20779,28215,76.4,E
2230,5000,12.99,10+ years,MORTGAGE,70000,Fully Paid,21.57,1,665,669,667,debt_consolidation,258324,280764,71.8,C
2231,15825,20.99,3 years,MORTGAGE,41500,Fully Paid,29.7,1,695,699,697,debt_consolidation,123253,159685,74.5,E
2232,17000,9.16,8 years,MORTGAGE,65000,Fully Paid,17.54,0,665,669,667,debt_consolidation,257634,277063,60.3,B
2234,15000,10.64,3 years,OWN,80000,Fully Paid,16.07,0,715,719,717,debt_consolidation,52766,104700,50.4,B
2237,35000,12.49,7 years,OWN,100000,Fully Paid,23.84,0,690,694,692,credit_card,123995,232490,80.4,B
2238,3500,11.49,1 year,MORTGAGE,54000,Fully Paid,19.13,0,685,689,687,credit_card,144131,156486,60.7,B
2242,6500,12.29,3 years,RENT,40000,Fully Paid,26.29,0,680,684,682,debt_consolidation,33787,50240,57.1,C
2243,18000,17.76,,MORTGAGE,50000,Fully Paid,17.69,0,660,664,662,debt_consolidation,176314,191679,49,D
2245,20000,8.9,10+ years,MORTGAGE,120000,Fully Paid,5.34,0,685,689,687,credit_card,656121,711974,45.2,A
2246,12000,7.69,6 years,MORTGAGE,120000,Fully Paid,4.28,0,665,669,667,debt_consolidation,530542,558300,55.9,A
2247,6600,8.9,4 years,RENT,38000,Fully Paid,24.58,0,670,674,672,credit_card,8799,38212,60.5,A
2249,25000,14.83,10+ years,MORTGAGE,142000,Fully Paid,19.17,0,710,714,712,debt_consolidation,,,86.5,D
2251,18000,9.17,10+ years,MORTGAGE,178000,Fully Paid,20.45,0,665,669,667,credit_card,802497,817097,54.8,B
2252,15000,6.24,< 1 year,MORTGAGE,45760,Fully Paid,15.24,0,715,719,717,credit_card,201116,264611,20.7,A
2253,10000,9.16,10+ years,OWN,41600,Fully Paid,8.14,0,705,709,707,credit_card,16068,74724,10.8,B
2254,17600,7.88,9 years,MORTGAGE,108928.8,Fully Paid,15.86,0,745,749,747,debt_consolidation,,,30.3,A
2256,6000,12.99,9 years,RENT,40000,Fully Paid,9.06,0,680,684,682,credit_card,4309,7100,75.3,C
2262,12600,12.49,,MORTGAGE,30000,Charged Off,28.32,0,695,699,697,debt_consolidation,92639,106407,92.3,B
2263,8000,6.89,10+ years,MORTGAGE,35000,Fully Paid,5.66,0,700,704,702,credit_card,101845,108700,60,A
2264,28000,14.99,10+ years,MORTGAGE,109000,Fully Paid,23.51,1,705,709,707,debt_consolidation,216595,292518,48.5,C
2265,6200,8.9,10+ years,MORTGAGE,54300,Fully Paid,18.34,0,710,714,712,credit_card,297686,347822,25.4,A
2269,12000,12.74,2 years,RENT,105000,Fully Paid,16.48,0,670,674,672,credit_card,60938,83806,73.4,C
2271,5000,14.33,3 years,RENT,50000,Fully Paid,6.7,0,685,689,687,credit_card,7002,11688,63,C
2272,10500,12.35,,MORTGAGE,31600,Charged Off,24.19,0,670,674,672,debt_consolidation,96328,115350,84.5,B
2273,7000,16.99,10+ years,OWN,34800,Charged Off,13.86,0,660,664,662,debt_consolidation,10626,13240,78,D
2274,14500,18.92,3 years,MORTGAGE,40000,Fully Paid,24.27,1,685,689,687,debt_consolidation,187403,218703,65.3,D
2275,14400,19.99,4 years,MORTGAGE,176000,Fully Paid,25.69,0,695,699,697,debt_consolidation,329132,372451,64.5,D
2276,35000,15.61,10+ years,MORTGAGE,98000,Fully Paid,11.56,0,700,704,702,debt_consolidation,35269,44606,84.7,D
2277,18000,12.49,10+ years,OWN,50585,Fully Paid,23.72,0,740,744,742,debt_consolidation,30637,74152,37.7,B
2281,18000,16.29,10+ years,MORTGAGE,51000,Fully Paid,32.49,0,710,714,712,debt_consolidation,75453,123610,48.5,C
2282,3000,11.99,2 years,MORTGAGE,96000,Fully Paid,6.43,0,670,674,672,other,164613,209180,36.4,C
2283,15000,24.99,8 years,RENT,59600,Charged Off,27.16,1,705,709,707,debt_consolidation,38598,70400,40.2,F
2284,21000,10.15,< 1 year,MORTGAGE,120000,Fully Paid,4.07,0,670,674,672,debt_consolidation,268152,321633,33.4,B
2287,22000,23.26,3 years,RENT,51500,Fully Paid,16.24,0,660,664,662,debt_consolidation,,,74.2,F
2288,35000,15.99,6 years,MORTGAGE,300000,Charged Off,20.9,0,675,679,677,debt_consolidation,210203,265268,70,C
2289,15000,12.49,10+ years,MORTGAGE,72000,Charged Off,22.02,5,670,674,672,debt_consolidation,281224,355519,61.4,B
2290,2000,11.22,< 1 year,RENT,104000,Fully Paid,7.37,0,660,664,662,debt_consolidation,82084,89710,100.7,B
2291,16825,13.99,3 years,RENT,62300,Fully Paid,8.77,0,710,714,712,debt_consolidation,23451,37044,80.5,C
2292,27525,14.31,9 years,RENT,69000,Charged Off,20.87,0,675,679,677,credit_card,31874,39425,83.3,C
2294,9600,12.99,5 years,MORTGAGE,40000,Fully Paid,10.89,0,680,684,682,debt_consolidation,171058,191844,36.4,C
2299,5000,14.65,< 1 year,MORTGAGE,73000,Charged Off,32.85,0,670,674,672,home_improvement,258653,286290,73,C
2301,2500,14.85,1 year,MORTGAGE,150000,Charged Off,15.06,0,675,679,677,other,456357,461151,33.6,C
2305,18000,13.44,1 year,RENT,150000,Fully Paid,19.35,0,715,719,717,debt_consolidation,65531,227463,20.5,C
2310,12000,7.26,10+ years,MORTGAGE,65000,Fully Paid,30.88,0,750,754,752,debt_consolidation,117322,153283,9.8,A
2312,27600,19.24,5 years,RENT,63000,Fully Paid,30.02,1,675,679,677,debt_consolidation,57488,89034,74.3,E
2313,2000,19.53,9 years,RENT,40000,Fully Paid,35.18,0,705,709,707,other,36491,47085,99.7,D
2317,8400,7.12,8 years,RENT,40000,Fully Paid,20.58,0,770,774,772,debt_consolidation,15515,48575,26.1,A
2319,3000,10.16,8 years,MORTGAGE,40000,Fully Paid,10.41,0,695,699,697,debt_consolidation,151095,166030,37.3,B
2321,35000,10.99,7 years,MORTGAGE,186000,Fully Paid,9.93,1,730,734,732,debt_consolidation,443597,515411,30.6,B
2323,16000,15.61,9 years,MORTGAGE,105000,Charged Off,27.54,7,670,674,672,home_improvement,196689,237992,79.3,C
2325,15700,7.62,1 year,RENT,77250,Fully Paid,12.58,0,710,714,712,debt_consolidation,78239,87063,41,A
2326,3625,17.86,8 years,RENT,55000,Fully Paid,16.5,0,685,689,687,moving,41675,51607,72,D
2329,18000,14.09,2 years,MORTGAGE,95000,Charged Off,14.32,1,685,689,687,car,,,79,B
2330,35000,20,10+ years,MORTGAGE,130000,Charged Off,12.63,0,665,669,667,credit_card,319604,353871,93.4,D
2332,2000,21.7,6 years,RENT,50000,Fully Paid,20.14,0,665,669,667,other,22062,26967,90.2,E
2333,13200,20.99,< 1 year,MORTGAGE,46000,Charged Off,19.2,1,665,669,667,other,172194,200258,77.3,E
2335,8000,14.16,5 years,RENT,53000,Fully Paid,23.78,1,670,674,672,debt_consolidation,381453,401034,54.7,C
2340,10000,14.31,,RENT,42200,Charged Off,24.23,0,685,689,687,debt_consolidation,19653,37200,40.7,C
2341,11900,5.32,10+ years,MORTGAGE,109000,Fully Paid,9.88,0,725,729,727,credit_card,138135,190530,49.1,A
2343,18000,17.88,2 years,MORTGAGE,108000,Fully Paid,14.3,1,675,679,677,home_improvement,,,35,E
2345,6350,10.15,3 years,RENT,44000,Fully Paid,19.15,4,665,669,667,debt_consolidation,39382,45243,57.2,B
2346,18000,13.99,3 years,MORTGAGE,42000,Fully Paid,13.97,0,670,674,672,debt_consolidation,46057,52826,74.7,C
2349,15000,25.69,,MORTGAGE,52000,Charged Off,15.9,1,670,674,672,debt_consolidation,129155,184922,7.1,F
2351,8000,13.99,10+ years,RENT,60000,Fully Paid,14.95,0,665,669,667,debt_consolidation,16999,38758,72.8,C
2352,11500,24.5,10+ years,MORTGAGE,80000,Charged Off,15.14,0,680,684,682,other,34093,45291,65.7,F
2354,3000,11.49,4 years,RENT,18734.73,Fully Paid,17.75,0,710,714,712,other,9803,28342,51.9,B
2357,12000,12.74,2 years,RENT,54000,Fully Paid,25.07,0,730,734,732,debt_consolidation,35660,86459,6.3,C
2362,6000,12.12,< 1 year,RENT,22800,Fully Paid,23.21,0,710,714,712,credit_card,24838,39408,43.4,B
2363,12000,12.99,< 1 year,MORTGAGE,65000,Fully Paid,10.6,0,670,674,672,debt_consolidation,21528,33400,64.5,C
2366,15000,9.17,4 years,RENT,81000,Fully Paid,10.49,0,665,669,667,credit_card,45511,75887,87.1,B
2367,6000,11.55,8 years,MORTGAGE,52000,Fully Paid,13.85,0,690,694,692,debt_consolidation,339342,376393,63.2,B
2370,14500,17.57,2 years,MORTGAGE,37000,Fully Paid,15.96,0,670,674,672,debt_consolidation,129651,139900,61.5,D
2371,17500,14.33,3 years,MORTGAGE,60000,Fully Paid,15.3,0,685,689,687,debt_consolidation,221968,243203,68.5,C
2373,8400,14.99,10+ years,OWN,58000,Fully Paid,17.73,2,660,664,662,debt_consolidation,33704,41853,88,C
2374,10000,19.99,< 1 year,RENT,35000,Fully Paid,16.7,0,700,704,702,house,13162,18531,93.3,D
2376,12750,17.86,3 years,RENT,40000,Fully Paid,12.57,0,690,694,692,medical,36409,36125,61.5,D
2378,35000,18.24,1 year,OWN,150000,Fully Paid,26.99,0,670,674,672,debt_consolidation,81212,98070,84.6,D
2379,6000,8.39,3 years,MORTGAGE,47000,Fully Paid,7.18,2,685,689,687,debt_consolidation,132495,148800,29,A
2381,14175,19.99,10+ years,MORTGAGE,45000,Charged Off,24.32,0,685,689,687,debt_consolidation,223733,239234,75.8,E
2382,5000,16.29,,RENT,20367.09,Fully Paid,11.49,0,675,679,677,debt_consolidation,4589,9700,47.3,C
2384,12750,12.29,,OWN,38934,Charged Off,29.9,0,675,679,677,credit_card,50461,81554,46.5,C
2385,14400,9.99,10+ years,OWN,88500,Fully Paid,24.75,0,730,734,732,debt_consolidation,283572,357540,37,B
2388,29275,9.76,10+ years,MORTGAGE,61000,Fully Paid,15.66,0,770,774,772,debt_consolidation,26445,78700,2.6,B
2390,20000,12.99,2 years,MORTGAGE,78000,Fully Paid,18.6,0,670,674,672,debt_consolidation,243795,298363,53.2,C
2392,12750,13.98,5 years,OWN,32000,Fully Paid,7.65,0,705,709,707,major_purchase,5224,22594,23.1,C
2393,16950,15.61,4 years,MORTGAGE,47385,Charged Off,37.08,0,675,679,677,debt_consolidation,25348,60872,10.7,D
2398,12000,13.49,< 1 year,RENT,45000,Charged Off,8.93,0,675,679,677,debt_consolidation,10803,16100,67.1,C
2399,30000,21.6,9 years,OWN,88000,Charged Off,16.81,0,700,704,702,debt_consolidation,293200,346473,70.5,E
2402,19500,10.15,6 years,OWN,50000,Fully Paid,23.76,0,705,709,707,debt_consolidation,24756,43157,44.1,B
2403,15000,8.39,10+ years,MORTGAGE,45000,Fully Paid,28.93,0,755,759,757,debt_consolidation,56877,137944,43.3,B
2405,2500,17.57,10+ years,RENT,120000,Fully Paid,9.25,0,690,694,692,other,30331,42500,71.4,D
2406,20000,18.25,4 years,MORTGAGE,60000,Fully Paid,31.96,0,695,699,697,debt_consolidation,160197,213050,80.8,D
2409,16000,18.55,2 years,MORTGAGE,39000,Fully Paid,17.08,0,660,664,662,credit_card,23755,38600,61.5,D
2411,10000,10.99,1 year,MORTGAGE,90000,Fully Paid,11.04,0,675,679,677,debt_consolidation,323936,338741,98.4,B
2413,11000,13.11,10+ years,RENT,38000,Fully Paid,7.89,0,695,699,697,debt_consolidation,9552,12000,79.6,B
2416,25000,18.49,2 years,RENT,100000,Fully Paid,25.83,0,690,694,692,debt_consolidation,168378,224587,88.7,D
2417,22000,17.57,10+ years,MORTGAGE,85125,Charged Off,14.56,2,675,679,677,debt_consolidation,280668,327931,59.1,D
2418,15000,6.99,8 years,MORTGAGE,159000,Fully Paid,19.6,0,760,764,762,debt_consolidation,207107,272517,45,A
2424,17900,11.14,5 years,MORTGAGE,90000,Fully Paid,27.92,0,690,694,692,debt_consolidation,275139,311595,56.5,B
2425,13000,8.19,7 years,MORTGAGE,94000,Fully Paid,16.93,0,690,694,692,debt_consolidation,374177,395257,47.9,A
2427,20000,12.99,10+ years,OWN,82000,Fully Paid,8.63,0,730,734,732,debt_consolidation,225247,306450,35.9,C
2428,5000,11.14,,RENT,21600,Fully Paid,31.5,0,740,744,742,other,34619,36982,67,B
2429,30000,9.8,8 years,MORTGAGE,100000,Fully Paid,20.82,0,710,714,712,debt_consolidation,326192,369692,52.8,B
2431,17000,11.47,10+ years,OWN,70000,Fully Paid,14.5,0,670,674,672,debt_consolidation,35274,40302,83.6,B
2432,5600,14.33,10+ years,MORTGAGE,62500,Fully Paid,28.03,0,700,704,702,credit_card,211240,246375,68.6,C
2433,12000,8.18,10+ years,MORTGAGE,53000,Fully Paid,15.19,1,740,744,742,debt_consolidation,32569,105734,16.5,B
2436,30000,24.33,10+ years,MORTGAGE,172000,Fully Paid,24.93,0,680,684,682,credit_card,,,77.2,G
2437,20000,15.61,10+ years,MORTGAGE,70000,Charged Off,8.63,0,665,669,667,debt_consolidation,40706,44625,75.6,D
2438,12000,7.9,5 years,RENT,85000,Fully Paid,15.64,0,690,694,692,credit_card,109888,140551,55.3,A
2441,20000,10.99,5 years,MORTGAGE,60000,Fully Paid,29.3,1,695,699,697,debt_consolidation,104127,147464,46,B
2443,21475,9.76,,MORTGAGE,55800,Fully Paid,11.38,0,715,719,717,credit_card,24081,39100,61.6,B
2447,9000,12.29,5 years,OWN,21000,Charged Off,11.49,0,680,684,682,debt_consolidation,5235,8600,60.9,C
2448,31825,15.31,8 years,MORTGAGE,80000,Charged Off,14.15,0,745,749,747,debt_consolidation,150623,211050,48.6,C
2449,15000,8.67,9 years,MORTGAGE,70000,Fully Paid,14.33,0,685,689,687,debt_consolidation,27505,56270,41.3,B
2450,28000,6.92,3 years,OWN,250000,Fully Paid,13.31,0,710,714,712,home_improvement,383079,463087,72.4,A
2455,17325,23.28,7 years,RENT,40000,Fully Paid,25.62,0,690,694,692,credit_card,19360,25700,75.3,F
2458,22000,11.53,1 year,OWN,55000,Fully Paid,22.24,0,670,674,672,debt_consolidation,100101,99628,89.3,B
2459,8000,17.99,1 year,RENT,30000,Fully Paid,2.59,0,750,754,752,major_purchase,2632,21000,12.5,D
2460,5100,8.18,3 years,RENT,98000,Fully Paid,7.67,0,670,674,672,debt_consolidation,13026,66723,9.6,B
2462,22075,20.75,4 years,RENT,48000,Fully Paid,31.73,1,665,669,667,credit_card,55023,86883,59.1,E
2463,5000,10.64,4 years,MORTGAGE,62000,Fully Paid,20.98,1,695,699,697,debt_consolidation,130167,150228,29.6,B
2465,9450,18.55,10+ years,RENT,28000,Fully Paid,27.65,0,715,719,717,debt_consolidation,16854,27820,79.9,D
2467,14000,11.53,2 years,RENT,50000,Fully Paid,16.61,0,670,674,672,credit_card,14991,28830,77.4,B
2469,36000,17.27,4 years,OWN,150000,Fully Paid,16,0,685,689,687,credit_card,82487,128104,64.2,D
2470,14400,10.49,,MORTGAGE,40000,Fully Paid,17.64,0,720,724,722,debt_consolidation,66728,115519,33.2,B
2473,12000,9.67,9 years,MORTGAGE,60000,Fully Paid,23.08,0,680,684,682,debt_consolidation,176163,225479,48.5,B
2477,12000,12.99,< 1 year,RENT,40000,Fully Paid,19.29,0,665,669,667,debt_consolidation,16268,34110,47.2,C
2479,16000,18.25,6 years,MORTGAGE,85000,Fully Paid,25.19,0,660,664,662,debt_consolidation,65832,85371,71.1,E
2481,22400,15.59,10+ years,RENT,72000,Fully Paid,35.7,0,705,709,707,credit_card,81075,129799,54.3,D
2483,7200,15.88,4 years,RENT,42000,Fully Paid,25.14,0,680,684,682,debt_consolidation,61841,65665,72.6,C
2486,3000,13.33,6 years,RENT,52000,Fully Paid,18.51,0,685,689,687,other,52517,56434,42.1,C
2489,20000,8.18,2 years,MORTGAGE,98000,Charged Off,11.02,0,715,719,717,debt_consolidation,325934,380151,64.5,B
2492,4000,17.86,2 years,RENT,40000,Charged Off,18.97,0,670,674,672,debt_consolidation,41461,42839,48.1,D
2496,9000,9.67,3 years,MORTGAGE,52000,Charged Off,12.07,0,670,674,672,credit_card,25390,33032,51.7,B
2497,24000,12.69,10+ years,MORTGAGE,78000,Fully Paid,23.52,0,720,724,722,debt_consolidation,273973,322683,67.4,C
2498,6000,13.65,8 years,RENT,45000,Charged Off,26,0,670,674,672,debt_consolidation,57798,80042,62,C
2499,6500,11.48,< 1 year,RENT,60000,Fully Paid,23.56,0,670,674,672,debt_consolidation,75681,86688,39.9,B
2500,11775,8.39,10+ years,MORTGAGE,45000,Fully Paid,25.09,0,740,744,742,debt_consolidation,127234,245800,30.7,B
2501,9600,11.99,2 years,MORTGAGE,90000,Fully Paid,18.91,0,680,684,682,credit_card,154683,171410,75.6,C
2502,25000,7.49,10+ years,MORTGAGE,120000,Fully Paid,19.36,1,690,694,692,credit_card,76173,150682,54.9,A
2504,6400,7.88,3 years,RENT,38000,Fully Paid,17.94,0,725,729,727,debt_consolidation,,,40.7,A
2505,25000,16.24,10+ years,MORTGAGE,130000,Fully Paid,10,1,670,674,672,credit_card,129819,172012,38.5,C
2507,8325,11.44,9 years,RENT,40000,Fully Paid,20.98,0,695,699,697,debt_consolidation,23371,30925,65,B
2508,8000,10.64,10+ years,RENT,39500,Fully Paid,17.27,0,710,714,712,debt_consolidation,21723,44100,49.3,B
2509,26050,7.39,,RENT,60675,Fully Paid,25.86,0,690,694,692,debt_consolidation,56988,113208,43.2,A
2512,14400,10.99,7 years,RENT,60000,Fully Paid,14.1,0,685,689,687,debt_consolidation,26525,51125,57.2,B
2514,24725,10.99,2 years,MORTGAGE,59000,Fully Paid,15.87,0,710,714,712,debt_consolidation,206434,235493,56,B
2515,3000,13.98,< 1 year,RENT,65000,Charged Off,13.66,0,670,674,672,debt_consolidation,76858,89307,65.3,C
2519,15000,12.12,3 years,MORTGAGE,75000,Charged Off,16.82,0,695,699,697,credit_card,254405,282594,53.5,B
2520,22275,14.46,3 years,RENT,45500,Charged Off,17.04,0,715,719,717,debt_consolidation,5800,31335,30.2,C
2522,5500,13.49,2 years,RENT,38000,Fully Paid,17.62,0,665,669,667,debt_consolidation,25610,34464,52,C
2523,30900,16.99,10+ years,RENT,142000,Fully Paid,4.98,1,660,664,662,debt_consolidation,46093,67586,74.5,D
2524,15000,21.49,10+ years,MORTGAGE,40000,Fully Paid,15.06,0,705,709,707,debt_consolidation,14713,63544,41.2,D
2528,6000,8.67,< 1 year,RENT,30000,Fully Paid,26.18,0,675,679,677,credit_card,16005,29109,69.2,B
2529,5500,13.98,< 1 year,RENT,24000,Fully Paid,22.75,0,715,719,717,major_purchase,,,76.3,C
2530,21000,5.93,10+ years,MORTGAGE,250000,Fully Paid,10.53,0,775,779,777,debt_consolidation,420289,521133,14.1,A
2532,5000,9.75,10+ years,RENT,30000,Fully Paid,23.12,0,680,684,682,debt_consolidation,11453,18251,79.6,B
2534,8000,6.49,10+ years,OWN,89000,Fully Paid,17.98,0,720,724,722,debt_consolidation,295745,386621,72.6,A
2539,18000,20.2,,RENT,87500,Fully Paid,33.21,3,675,679,677,debt_consolidation,81701,144997,62.2,D
2540,21850,20.49,,RENT,55000,Fully Paid,19.87,0,680,684,682,credit_card,,,85,E
2541,6000,15.81,6 years,RENT,44600,Fully Paid,31.8,1,670,674,672,credit_card,,,91.1,C
2544,8400,12.99,< 1 year,MORTGAGE,63000,Fully Paid,5.43,0,700,704,702,debt_consolidation,255618,270561,37.2,C
2545,25000,12.29,10+ years,RENT,149000,Charged Off,18.56,0,745,749,747,other,161890,225683,25.2,C
2547,5000,14.99,4 years,RENT,50000,Fully Paid,12.84,0,665,669,667,debt_consolidation,25405,30346,83.1,C
2548,21000,14.09,10+ years,MORTGAGE,87000,Fully Paid,19.24,1,675,679,677,debt_consolidation,362103,367217,90.3,B
2550,8000,9.17,< 1 year,RENT,50000,Fully Paid,15.65,0,690,694,692,credit_card,22539,37839,34.1,B
2552,4625,19.72,10+ years,RENT,68000,Fully Paid,13.07,0,730,734,732,debt_consolidation,39902,52083,27.1,D
2553,27000,11.44,10+ years,OWN,70000,Fully Paid,16.2,0,705,709,707,credit_card,170789,216283,69.8,B
2554,5000,11.67,3 years,RENT,30000,Fully Paid,26.52,2,665,669,667,credit_card,8930,30887,11,B
2557,6000,11.99,8 years,MORTGAGE,50000,Fully Paid,19.22,0,690,694,692,debt_consolidation,,,54.7,B
2559,10000,7.49,10+ years,MORTGAGE,52000,Fully Paid,18.16,0,685,689,687,home_improvement,22578,33000,51.6,A
2561,20000,7.62,10+ years,MORTGAGE,200000,Fully Paid,11.11,0,830,834,832,home_improvement,350843,592245,0.5,A
2563,12600,17.57,10+ years,RENT,37000,Fully Paid,10.28,3,665,669,667,debt_consolidation,5835,14698,23.4,D
