Column1,loan_amnt,int_rate,emp_length,home_ownership,annual_inc,loan_status,grade,dti,delinq_2yrs,fico_range_low,fico_range_high,fico_avg,purpose,tot_cur_bal,tot_hi_cred_lim,revol_util
3116,12000,8.99,3 years,MORTGAGE,115000,1,B,24.6,0,705,709,707,debt_consolidation,295361,321616,53
3123,16000,9.49,10+ years,MORTGAGE,100000,1,B,23.45,0,735,739,737,debt_consolidation,234413,282805,26.1
3124,18000,18.99,10+ years,MORTGAGE,55000,1,D,26.05,0,660,664,662,debt_consolidation,44053,64918,60.4
3125,7000,11.49,10+ years,RENT,55000,0,B,29.75,1,660,664,662,medical,38109,72695,48.8
3126,12000,9.17,< 1 year,RENT,37800,0,B,22.95,0,705,709,707,debt_consolidation,21295,61915,28.4
3127,5000,10.99,7 years,MORTGAGE,60720,1,B,26.28,0,680,684,682,car,57558,82288,35.3
3128,12000,10.75,10+ years,MORTGAGE,126000,1,B,25.32,0,720,724,722,debt_consolidation,400039,477551,23.4
3129,6000,9.49,10+ years,RENT,56000,1,B,10.67,0,685,689,687,debt_consolidation,12040,23923,69.1
3131,13000,8.99,10+ years,MORTGAGE,50000,1,B,13.13,0,720,724,722,credit_card,182113,210592,45.8
3133,6000,18.06,8 years,RENT,94000,1,D,0.74,0,680,684,682,debt_consolidation,256770,204623,81.8
3134,18000,17.99,< 1 year,MORTGAGE,115000,1,D,22.43,0,685,689,687,debt_consolidation,559510,588729,77.9
3137,24000,22.99,< 1 year,RENT,90000,0,F,27.82,0,675,679,677,moving,85093,104862,49.8
3140,3600,16.99,6 years,RENT,40000,1,D,17.73,0,665,669,667,other,26552,39333,46.8
3141,4000,13.99,10+ years,RENT,45000,1,C,21.63,0,670,674,672,other,34381,59041,16.8
3142,21000,14.08,10+ years,OWN,53000,1,C,26.13,0,735,739,737,debt_consolidation,197642,244400,44.3
3143,9600,14.49,< 1 year,RENT,40000,1,C,20.79,0,680,684,682,debt_consolidation,23018,32318,90.1
3147,4000,9.17,1 year,RENT,31200,1,B,13.08,0,670,674,672,debt_consolidation,15417,28895,18.5
3148,12000,16.55,7 years,MORTGAGE,55000,1,D,13.9,0,660,664,662,debt_consolidation,50476,55959,70.8
3149,30000,12.59,10+ years,MORTGAGE,106000,1,C,13.15,1,685,689,687,debt_consolidation,142285,230916,46.8
3150,30000,13.67,10+ years,OWN,95000,0,C,21.83,0,700,704,702,credit_card,154449,209945,61.8
3151,8400,11.47,1 year,MORTGAGE,47732,1,B,16.8,1,685,689,687,debt_consolidation,298565,304571,57.3
3160,21600,13.44,1 year,RENT,89000,1,C,26.54,0,670,674,672,debt_consolidation,123730,134806,80
3161,18400,6.39,10+ years,MORTGAGE,115000,1,A,24.31,0,730,734,732,debt_consolidation,461318,617657,29.5
3162,20000,7.26,10+ years,MORTGAGE,120000,1,A,15.33,0,715,719,717,home_improvement,98851,203706,52.1
3163,5000,9.93,2 years,OWN,95000,1,B,29.75,0,725,729,727,home_improvement,133233,241587,48.9
3165,7800,9.49,10+ years,MORTGAGE,28000,1,B,16.09,0,685,689,687,other,113746,142484,43.2
3167,13800,14.08,10+ years,MORTGAGE,110000,1,C,10.29,1,665,669,667,debt_consolidation,228208,259207,74
3168,21000,8.18,10+ years,MORTGAGE,120000,1,B,16.64,1,690,694,692,credit_card,245878,332080,33.6
3169,15000,16.02,3 years,RENT,120000,1,C,12.54,0,665,669,667,credit_card,56767,98241,26.4
3170,30000,8.39,10+ years,MORTGAGE,190000,1,B,9.35,0,720,724,722,debt_consolidation,423765,514638,87.5
3171,24150,25.78,10+ years,RENT,134000,0,F,8.62,0,675,679,677,debt_consolidation,114956,100885,40.3
3172,12000,17.99,8 years,RENT,36000,1,D,10.43,0,660,664,662,other,8931,16900,52.8
3173,14900,9.17,2 years,RENT,50000,1,B,24.34,0,685,689,687,debt_consolidation,37242,50260,89.4
3174,16000,7.89,5 years,MORTGAGE,116000,1,A,12.9,0,695,699,697,credit_card,446739,497605,44
3175,4025,16.99,2 years,RENT,32000,1,D,23.11,1,660,664,662,vacation,12436,21395,41.7
3176,10000,5.32,5 years,OWN,95000,1,A,11.58,0,680,684,682,credit_card,283369,311857,18.7
3180,14000,21.18,6 years,RENT,50000,0,E,22.37,0,675,679,677,other,26323,39287,98.3
3182,24000,7.91,1 year,RENT,120000,0,A,9.52,0,755,759,757,debt_consolidation,46578,119139,14.7
3185,14000,9.49,10+ years,MORTGAGE,112000,1,B,20.33,0,710,714,712,debt_consolidation,339151,428529,41.6
3191,7000,10.75,6 years,RENT,43000,1,B,29.65,0,685,689,687,credit_card,122998,107493,31.1
3192,6400,11.39,10+ years,MORTGAGE,70000,1,B,27.16,0,715,719,717,major_purchase,186525,219557,56.3
3193,3000,15.05,,RENT,65000,1,C,16.19,0,705,709,707,debt_consolidation,25288,29800,84.9
3197,18000,16.99,2 years,MORTGAGE,65345,1,D,14.05,0,680,684,682,major_purchase,278152,296784,46.8
3200,15000,5.32,10+ years,MORTGAGE,180000,1,A,18.06,0,750,754,752,debt_consolidation,306455,421091,28
3204,24000,16.99,8 years,MORTGAGE,65000,1,D,18.16,0,675,679,677,debt_consolidation,77270,103881,69
3212,9000,9.44,1 year,RENT,52000,1,B,6.62,0,660,664,662,credit_card,9142,16200,56.4
3213,28000,24.08,10+ years,RENT,87000,1,F,26.97,0,660,664,662,debt_consolidation,69851,95216,59.8
3214,4000,14.65,,MORTGAGE,44100,1,C,18.72,0,660,664,662,other,117483,127870,58.2
3215,5000,10.99,10+ years,MORTGAGE,45000,0,B,6.16,0,660,664,662,debt_consolidation,23826,68107,82.7
3217,10300,11.39,10+ years,RENT,106000,1,B,11.59,0,660,664,662,debt_consolidation,41124,59704,20.1
3219,1875,16.99,4 years,RENT,86000,1,D,13.15,0,660,664,662,debt_consolidation,16695,25525,62.2
3223,2350,14.49,5 years,MORTGAGE,33000,1,C,26.19,0,670,674,672,debt_consolidation,27704,34505,29.7
3225,12000,13.99,,OWN,35000,1,C,13.41,1,685,689,687,debt_consolidation,222604,255750,31.9
3227,11500,30.99,2 years,RENT,28800,1,G,12.33,0,705,709,707,other,6913,14600,62.9
3230,32000,13.59,< 1 year,MORTGAGE,55000,1,C,21.38,6,695,699,697,debt_consolidation,227124,254988,31.4
3232,12000,14.46,10+ years,MORTGAGE,50000,1,C,29.6,5,660,664,662,debt_consolidation,46867,71800,65.3
3235,6000,11.39,,MORTGAGE,41500,1,B,28.8,0,720,724,722,debt_consolidation,17296,52072,19.6
3240,21000,21.45,10+ years,RENT,77737,1,D,29.31,0,700,704,702,medical,61347,138812,37.2
3244,3525,6.24,10+ years,MORTGAGE,80000,1,A,20.82,0,745,749,747,debt_consolidation,125294,251687,47.3
3246,26500,24.08,7 years,MORTGAGE,60000,1,F,33.7,0,675,679,677,debt_consolidation,118407,148203,71.5
3248,30000,8.9,6 years,MORTGAGE,214400,0,A,13.47,0,735,739,737,credit_card,430286,543519,35.4
3249,20000,16.99,3 years,RENT,55000,1,D,9.34,0,675,679,677,credit_card,13145,20827,92.4
3252,2000,14.65,5 years,MORTGAGE,33000,1,C,32.84,0,700,704,702,debt_consolidation,106565,125108,64.1
3253,12000,10.91,10+ years,OWN,58000,1,B,14.69,0,660,664,662,debt_consolidation,30468,40815,65.9
3257,5000,25.29,< 1 year,RENT,32640,1,E,19.45,0,765,769,767,other,23436,32202,0
3259,22200,17.86,5 years,MORTGAGE,55000,1,D,18.96,0,670,674,672,debt_consolidation,274207,298750,66.7
3260,20400,15.59,10+ years,MORTGAGE,95000,1,D,21.69,0,710,714,712,debt_consolidation,183545,236523,82.8
3261,6000,9.8,,OWN,60000,1,B,15.04,1,675,679,677,debt_consolidation,9223,22502,98.3
3263,10000,9.49,< 1 year,RENT,70000,1,B,11.85,0,690,694,692,credit_card,22785,55319,29
3264,25000,18.25,10+ years,OWN,56688,1,E,18.9,0,665,669,667,home_improvement,26899,33907,81.5
3266,28250,13.98,5 years,MORTGAGE,75000,1,C,35.14,0,740,744,742,credit_card,173501,323452,36.7
3268,25000,11.44,4 years,MORTGAGE,75000,1,B,24.46,1,700,704,702,debt_consolidation,112057,197139,25.7
3269,25000,15.99,10+ years,RENT,108000,1,C,20.71,1,705,709,707,debt_consolidation,36696,109730,13.4
3270,16000,15.59,5 years,RENT,45000,1,C,23.44,0,700,704,702,debt_consolidation,56373,81832,45.1
3272,27650,6.92,< 1 year,RENT,72000,1,A,23.55,0,695,699,697,debt_consolidation,125175,141455,50.8
3273,15000,7.89,10+ years,MORTGAGE,55000,1,A,18.87,0,720,724,722,credit_card,134197,159553,87.2
3277,35400,7.99,8 years,MORTGAGE,153000,1,A,24.85,0,765,769,767,home_improvement,404635,531555,25.7
3280,23100,21.97,1 year,MORTGAGE,90000,0,E,38.52,0,705,709,707,debt_consolidation,537679,576995,76.4
3281,18300,16.99,10+ years,MORTGAGE,46000,0,D,20.06,0,675,679,677,debt_consolidation,110512,116772,96.8
3282,6500,8.39,3 years,RENT,48000,1,B,10.03,0,660,664,662,credit_card,34205,39431,59
3283,18000,14.99,3 years,MORTGAGE,130000,1,C,12.87,1,670,674,672,debt_consolidation,243587,278079,56.7
3284,13000,11.53,< 1 year,RENT,43000,1,B,23.86,0,710,714,712,credit_card,34051,67722,30.3
3285,15000,17.27,2 years,OWN,70000,0,D,26.42,1,660,664,662,debt_consolidation,304560,344400,60.4
3289,4200,12.69,< 1 year,MORTGAGE,18000,1,C,8.13,0,685,689,687,credit_card,5358,11500,46.6
3291,28000,9.99,9 years,RENT,105000,1,B,15.58,0,730,734,732,debt_consolidation,47247,95300,36.3
3293,7200,9.99,2 years,RENT,32000,1,B,25.58,0,675,679,677,credit_card,27448,31218,94.1
3294,16250,13.59,2 years,MORTGAGE,102500,1,C,16.15,2,695,699,697,debt_consolidation,255444,501799,87
3295,20000,13.18,5 years,MORTGAGE,70000,1,C,14.32,0,660,664,662,credit_card,396724,441891,46
3296,18000,8.18,10+ years,MORTGAGE,95000,1,B,13.45,2,755,759,757,debt_consolidation,770067,902347,16.2
3297,10000,22.91,2 years,OWN,33000,1,E,33.64,0,700,704,702,small_business,46030,68462,39.7
3298,6000,13.49,,RENT,36000,1,C,29.5,0,665,669,667,debt_consolidation,21153,26125,99
3300,18000,16.29,10+ years,MORTGAGE,45000,0,D,16.67,2,675,679,677,debt_consolidation,86266,130500,59.5
3301,1725,28.72,4 years,RENT,43000,1,F,19.76,2,665,669,667,debt_consolidation,71039,68097,39
3302,4600,11.99,10+ years,MORTGAGE,56000,1,C,24.97,0,710,714,712,debt_consolidation,27845,38936,89.9
3304,5850,13.99,1 year,MORTGAGE,30000,0,C,30.76,1,670,674,672,debt_consolidation,124352,142917,70
3305,20000,14.33,7 years,RENT,58000,1,C,21.66,0,700,704,702,debt_consolidation,29315,50876,72.3
3309,8000,5.32,3 years,RENT,56500,1,A,15.08,0,755,759,757,credit_card,48286,71454,29.6
3310,30500,11.49,3 years,RENT,170000,1,B,4.33,0,690,694,692,debt_consolidation,25489,33993,57.6
3311,1400,15.05,10+ years,RENT,33000,1,C,28.47,0,705,709,707,debt_consolidation,27985,43833,66.5
3312,2800,16.02,2 years,RENT,26000,1,C,28.1,3,660,664,662,debt_consolidation,14129,32288,34.5
3314,21000,15.41,3 years,RENT,50000,0,D,20.64,0,715,719,717,major_purchase,23775,49398,1.6
3315,24000,14.46,2 years,MORTGAGE,60000,1,C,24.44,0,675,679,677,debt_consolidation,165187,202916,39.5
3316,24000,17.09,1 year,MORTGAGE,60000,1,D,25.64,0,690,694,692,credit_card,261606,284232,92.1
3318,5000,11.47,3 years,RENT,46416.31,1,B,16.92,1,665,669,667,vacation,14808,36425,44.1
3321,16000,7.24,10+ years,ANY,89000,1,A,18.53,0,725,729,727,credit_card,266864,337750,53.8
3322,9225,15.31,7 years,RENT,25000,0,C,29.09,0,670,674,672,credit_card,25327,32777,86.7
3323,6700,17.57,,RENT,16920,0,D,23.82,0,670,674,672,debt_consolidation,5554,12900,44.1
3324,24000,13.99,10+ years,OWN,65000,1,C,18.85,0,685,689,687,credit_card,184810,194435,67.8
3325,8000,7.89,< 1 year,RENT,50000,1,A,13.9,0,675,679,677,credit_card,13894,31798,59.7
3327,20000,13.49,3 years,RENT,57000,1,C,20.32,0,700,704,702,debt_consolidation,210962,197465,52.2
3328,3600,10.42,6 years,MORTGAGE,68500,1,B,14.33,0,685,689,687,home_improvement,292270,321600,82.1
3330,24000,15.59,10+ years,MORTGAGE,93000,1,C,24.53,0,670,674,672,debt_consolidation,74302,94976,67.7
3331,12450,11.39,10+ years,RENT,36000,1,B,16,0,690,694,692,credit_card,145128,206419,61.9
3333,8000,11.39,2 years,RENT,50000,1,B,22.56,2,670,674,672,credit_card,38346,57985,84.2
3335,5500,8.39,10+ years,MORTGAGE,53000,1,B,27.69,0,720,724,722,debt_consolidation,73121,167298,27
3337,11000,13.49,10+ years,RENT,22000,1,C,19.97,0,675,679,677,credit_card,15214,21400,71.1
3339,8000,11.99,6 years,MORTGAGE,49000,1,C,18.39,0,670,674,672,debt_consolidation,127785,136170,78.5
3340,10000,9.93,8 years,MORTGAGE,90000,1,B,5.35,0,720,724,722,debt_consolidation,13290,16150,74.9
3341,10000,9.75,10+ years,MORTGAGE,50000,1,B,14.79,0,685,689,687,credit_card,19260,34526,60.8
3343,16000,7.21,10+ years,MORTGAGE,107000,1,A,13.78,0,735,739,737,debt_consolidation,285090,334308,38.3
3344,18000,17.27,10+ years,RENT,36000,0,D,15.93,0,695,699,697,debt_consolidation,,,65
3345,25000,5.32,5 years,MORTGAGE,165000,1,A,23.6,0,720,724,722,home_improvement,278241,430802,26.1
3348,32000,7.99,9 years,MORTGAGE,70000,1,A,22.61,1,700,704,702,debt_consolidation,281218,354687,43.8
3349,6000,11.47,6 years,RENT,45000,1,B,24.99,0,680,684,682,credit_card,34748,46634,61.9
3350,24000,15.61,9 years,MORTGAGE,135000,0,D,20.18,2,660,664,662,debt_consolidation,191112,231632,39
3352,25000,14.64,7 years,MORTGAGE,80000,1,C,11.18,0,675,679,677,debt_consolidation,194055,195838,84.7
3353,22800,28.14,9 years,MORTGAGE,60000,1,G,32.8,0,690,694,692,debt_consolidation,107653,113792,96
3355,30000,20.2,10+ years,MORTGAGE,65071,0,E,30.12,2,670,674,672,debt_consolidation,61693,89757,57.6
3358,4000,16.99,10+ years,RENT,47900,1,D,16.21,0,670,674,672,debt_consolidation,37774,46684,0
3359,12000,13.49,5 years,RENT,50000,1,C,18.82,1,700,704,702,debt_consolidation,23191,47296,62.2
3360,27275,22.74,10+ years,OWN,62000,1,E,19.14,0,660,664,662,debt_consolidation,51136,56662,86.1
3361,12000,5.32,10+ years,MORTGAGE,275000,1,A,15.12,0,735,739,737,home_improvement,731520,835281,38.7
3362,22500,7.35,5 years,MORTGAGE,80000,1,A,29.75,1,685,689,687,debt_consolidation,242025,319014,52.1
3363,16000,13.98,9 years,MORTGAGE,60000,0,C,13.5,1,660,664,662,credit_card,33981,45515,33.5
3370,10000,16.99,10+ years,RENT,36000,1,D,21.57,0,675,679,677,major_purchase,19794,22500,94.2
3371,5000,9.17,10+ years,MORTGAGE,23400,1,B,25.13,1,720,724,722,debt_consolidation,40753,90896,24.9
3372,8000,7.24,10+ years,MORTGAGE,70000,1,A,29.28,1,750,754,752,vacation,238115,326855,11.9
3376,10200,11.49,< 1 year,MORTGAGE,43000,1,B,13.87,0,660,664,662,credit_card,85268,94585,64.8
3377,12000,10.99,5 years,RENT,70000,1,B,16.98,0,740,744,742,debt_consolidation,44962,90553,17.2
3378,7500,8.24,4 years,MORTGAGE,105000,1,B,9.34,0,665,669,667,debt_consolidation,307204,323485,58.8
3379,20000,7.26,8 years,MORTGAGE,150000,1,A,24.1,0,735,739,737,credit_card,297677,388135,47.9
3380,17000,11.39,,MORTGAGE,55000,1,B,27.08,0,700,704,702,debt_consolidation,216837,237384,30
3382,16025,13.66,10+ years,RENT,61400,1,C,29.22,1,695,699,697,debt_consolidation,37154,90249,31.1
3384,21000,13.99,10+ years,RENT,170000,1,C,10.95,0,670,674,672,other,64504,89484,45.1
3385,35000,7.97,< 1 year,MORTGAGE,35035,1,A,112.44,1,705,709,707,debt_consolidation,580538,628530,40.8
3387,6000,13.35,10+ years,MORTGAGE,58000,0,C,24.37,0,670,674,672,debt_consolidation,35327,50964,70
3388,7200,5.32,3 years,RENT,55000,1,A,16.47,0,735,739,737,debt_consolidation,51016,109366,19.2
3389,14150,14.48,3 years,MORTGAGE,55000,1,C,20.49,0,705,709,707,debt_consolidation,30033,57705,37.7
3390,6500,9.44,2 years,RENT,130000,1,B,3.36,0,760,764,762,debt_consolidation,23105,61000,2.8
3391,18150,9.16,3 years,MORTGAGE,75000,1,B,15.47,0,720,724,722,debt_consolidation,459621,491021,84
3393,19500,8.18,10+ years,RENT,50427,1,B,26.58,0,700,704,702,credit_card,60075,72612,74.3
3394,8000,12.29,10+ years,RENT,44000,1,C,11.46,0,660,664,662,debt_consolidation,10485,14788,82.3
3395,30000,8.49,,MORTGAGE,70000,1,B,22.2,0,730,734,732,debt_consolidation,535495,575300,64.4
3397,24000,13.59,4 years,MORTGAGE,45000,1,C,50.96,0,680,684,682,credit_card,151814,186446,85.9
3398,16000,13.99,1 year,MORTGAGE,56000,1,C,33.48,0,670,674,672,credit_card,153466,185647,59.2
3400,1000,13.59,1 year,MORTGAGE,42000,1,C,19.86,1,675,679,677,moving,21150,56290,32.8
3405,4000,11.49,10+ years,OWN,55000,1,B,9.58,2,690,694,692,other,52880,81100,4.4
3406,5600,6.92,10+ years,MORTGAGE,118000,1,A,13.75,0,680,684,682,debt_consolidation,256183,289136,50.1
3407,35000,12.79,7 years,OWN,170400,1,C,9.8,0,715,719,717,credit_card,561215,621259,90
3408,12000,12.74,5 years,MORTGAGE,65000,1,C,21.79,0,730,734,732,credit_card,235234,268685,96.7
3409,8400,17.57,5 years,RENT,35000,1,D,21.57,2,710,714,712,debt_consolidation,15841,39024,19.9
3410,35000,21.97,10+ years,MORTGAGE,86000,1,E,16.06,0,670,674,672,debt_consolidation,30599,49418,79.6
3412,4000,7.39,3 years,RENT,30000,1,A,18.1,0,695,699,697,major_purchase,45330,64812,41.1
3413,15000,14.65,10+ years,MORTGAGE,33238.4,0,C,20.51,0,685,689,687,credit_card,55457,63491,77.6
3414,5000,12.99,1 year,MORTGAGE,75000,1,C,15.14,0,700,704,702,debt_consolidation,263814,269513,68.6
3415,16000,6.89,10+ years,MORTGAGE,76155,1,A,28.68,0,715,719,717,other,325414,370943,63.5
3416,10000,8.18,< 1 year,RENT,115000,1,B,15.6,3,670,674,672,credit_card,250513,291115,44.9
3417,10000,6.89,10+ years,MORTGAGE,72500,0,A,10.96,0,700,704,702,credit_card,308584,327605,57
3418,20000,11.99,4 years,MORTGAGE,85000,0,B,25.61,1,675,679,677,debt_consolidation,174235,195778,59
3420,24000,14.08,10+ years,MORTGAGE,153000,1,C,27.97,0,680,684,682,credit_card,385545,436638,84.1
3422,9600,8.24,10+ years,MORTGAGE,98000,1,B,12.5,3,680,684,682,home_improvement,276055,347299,77.1
3425,1800,11.67,2 years,RENT,35000,0,B,25.07,0,700,704,702,debt_consolidation,37258,48156,46
3426,12000,11.44,4 years,RENT,62000,1,B,22.35,0,705,709,707,credit_card,60687,83561,58.2
3428,3600,18.2,2 years,RENT,25000,0,E,24.58,0,665,669,667,other,18968,30671,28.5
3430,18000,21.49,2 years,RENT,39748.8,1,D,16.12,0,735,739,737,debt_consolidation,20866,41144,37.6
3432,25000,7.39,7 years,MORTGAGE,102000,1,A,7.05,0,735,739,737,credit_card,379656,413100,48.1
3435,11000,11.47,4 years,RENT,116177,1,B,17.48,0,700,704,702,credit_card,50250,74700,42.8
3436,8000,11.49,3 years,OWN,62400,1,B,19.71,0,670,674,672,debt_consolidation,37717,50381,58.3
3437,5600,7.99,3 years,MORTGAGE,55000,1,A,16.5,0,770,774,772,debt_consolidation,18803,57191,21.3
3438,12000,14.08,10+ years,MORTGAGE,75000,1,C,28.29,1,685,689,687,debt_consolidation,176411,206552,59.6
3439,14000,13.67,10+ years,RENT,55000,0,C,31.83,0,660,664,662,debt_consolidation,61879,78459,51
3440,12000,11.99,2 years,MORTGAGE,70000,1,B,2.66,13,675,679,677,debt_consolidation,377715,416548,38.4
3441,11300,17.57,,RENT,25909,1,D,25.43,1,660,664,662,credit_card,17242,20300,84.9
3442,24000,17.27,5 years,RENT,70000,1,D,11.73,0,725,729,727,other,27239,41361,56.6
3448,21775,13.11,10+ years,MORTGAGE,65000,0,B,27.14,0,725,729,727,debt_consolidation,160299,211172,68.4
3451,5500,13.99,9 years,OWN,49000,1,C,20.25,0,695,699,697,debt_consolidation,34827,41604,38.9
3454,12675,23.13,< 1 year,MORTGAGE,35211.96,1,F,9.95,0,690,694,692,major_purchase,71441,81592,49.1
3455,6600,5.32,10+ years,MORTGAGE,50000,1,A,22.96,0,750,754,752,vacation,133095,218457,21.6
3459,10000,14.08,4 years,RENT,50000,1,C,18.48,0,680,684,682,debt_consolidation,23915,41058,57.6
3460,30000,7.39,8 years,MORTGAGE,120000,1,A,13.14,0,750,754,752,credit_card,231429,283609,74.5
3461,6325,10.75,,RENT,14400,1,B,14,0,675,679,677,credit_card,58216,66932,47.6
3462,5000,7.97,4 years,RENT,53000,1,A,12.82,0,715,719,717,medical,16600,26542,66.5
3464,6000,11.49,7 years,RENT,60000,1,B,26.58,0,660,664,662,debt_consolidation,41861,56049,84.4
3465,15000,7.26,10+ years,MORTGAGE,120000,1,A,6.81,1,730,734,732,credit_card,364480,404535,31.6
3468,10000,11.47,10+ years,MORTGAGE,76000,1,B,11.48,0,665,669,667,debt_consolidation,297147,353888,65.5
3469,11000,14.46,< 1 year,RENT,75000,1,C,30.91,1,660,664,662,debt_consolidation,241223,274918,96.2
3472,16375,22.15,3 years,MORTGAGE,65000,0,E,29.97,0,690,694,692,credit_card,283940,304469,53.2
3473,10000,15.05,9 years,MORTGAGE,52000,1,C,20.7,0,680,684,682,debt_consolidation,196945,223262,83.6
3474,20000,18.99,10+ years,MORTGAGE,175000,1,D,19.24,1,660,664,662,debt_consolidation,357449,419173,76
3475,5000,13.49,10+ years,MORTGAGE,104820,1,C,21.98,0,700,704,702,credit_card,203966,219300,20.4
3476,16000,7.07,10+ years,MORTGAGE,130000,1,A,17.02,0,755,759,757,credit_card,262246,413070,27.9
3479,8000,15.99,2 years,MORTGAGE,185000,1,C,30.08,0,695,699,697,credit_card,792463,975646,71.3
3480,10000,11.44,,OWN,22800,1,B,7.84,0,705,709,707,home_improvement,5796,30300,19.1
3482,25000,15.99,10+ years,MORTGAGE,115976,1,C,22.28,0,695,699,697,credit_card,377939,420858,87
3483,10000,14.85,10+ years,RENT,58000,1,C,17.22,1,710,714,712,other,22017,72900,20.1
3485,2500,9.16,10+ years,MORTGAGE,81000,1,B,22.01,0,670,674,672,home_improvement,188586,226963,89.6
3488,21000,15.59,10+ years,RENT,90000,1,D,22.75,1,690,694,692,major_purchase,217185,270103,60.8
3489,2000,15.99,1 year,RENT,30000,1,C,1.78,0,680,684,682,debt_consolidation,9498,12687,17.4
3491,21000,11.39,1 year,MORTGAGE,70600,1,B,13.84,0,720,724,722,credit_card,210658,259602,42.2
3493,20000,11.99,10+ years,MORTGAGE,98000,1,C,12.77,1,660,664,662,debt_consolidation,273149,296534,41.6
3494,25000,7.35,1 year,RENT,115000,1,A,16.44,0,720,724,722,debt_consolidation,61544,158835,25.1
3499,24000,12.69,10+ years,MORTGAGE,142000,0,C,11.45,1,690,694,692,debt_consolidation,723615,785005,53.3
3501,35000,16.99,3 years,RENT,100000,0,D,28.24,0,745,749,747,major_purchase,273755,373172,27.6
3502,5000,12.29,10+ years,MORTGAGE,30000,1,C,28.04,0,660,664,662,home_improvement,31514,45510,49.3
3505,15050,18.99,10+ years,RENT,66500,0,E,32.14,0,700,704,702,moving,52347,70975,35.7
3506,11825,14.08,10+ years,OWN,100000,1,C,19.86,0,720,724,722,debt_consolidation,333810,391294,17.2
3508,18300,19.52,10+ years,MORTGAGE,54000,0,E,23.26,1,705,709,707,debt_consolidation,413440,438939,51.8
3509,8500,23.99,10+ years,RENT,25000,0,E,26.64,0,690,694,692,debt_consolidation,17344,21156,77.8
3512,3000,11.49,4 years,RENT,42000,1,B,24.83,2,735,739,737,credit_card,45081,58949,10.4
3514,9000,11.49,< 1 year,MORTGAGE,31200,1,B,28.65,0,715,719,717,debt_consolidation,25587,47180,19.3
3515,30000,9.16,1 year,MORTGAGE,175000,1,B,9.12,0,705,709,707,credit_card,454335,471292,83.5
3516,10000,28.69,1 year,OWN,38000,1,F,18.67,0,665,669,667,other,37789,42279,61
3517,12000,15.61,3 years,MORTGAGE,70000,0,D,39.05,1,680,684,682,debt_consolidation,258666,304628,89.9
3518,12000,8.99,9 years,MORTGAGE,105000,1,B,16.63,0,670,674,672,credit_card,112822,149599,29.8
3520,10000,12.29,3 years,MORTGAGE,150000,1,C,15.85,0,695,699,697,home_improvement,321122,363513,65.3
3522,12800,16.02,,OWN,108000,1,C,0.33,0,775,779,777,other,70,47300,0.1
3523,12000,13.49,3 years,MORTGAGE,78000,1,C,9.32,0,675,679,677,debt_consolidation,250458,263143,57.3
3525,12000,7.89,4 years,OWN,35000,1,A,24.79,0,705,709,707,credit_card,23233,43400,66
3527,14875,19.99,,RENT,37200,1,D,24.77,0,680,684,682,debt_consolidation,24995,28600,89.2
3528,11000,11.47,1 year,RENT,55000,1,B,12.92,0,660,664,662,credit_card,43825,53308,67.1
3530,10000,18.06,,MORTGAGE,46800,1,D,24.46,1,670,674,672,debt_consolidation,152977,180469,52.5
3532,10000,12.62,10+ years,MORTGAGE,70000,1,C,17.18,1,680,684,682,home_improvement,151645,199180,85.9
3533,17000,8.99,10+ years,OWN,132000,1,B,12.27,0,800,804,802,debt_consolidation,36736,98963,10
3534,8000,14.33,3 years,RENT,45000,0,C,1.33,0,725,729,727,home_improvement,1448,6300,23
3535,10000,19.99,8 years,MORTGAGE,22500,0,E,26.83,0,665,669,667,debt_consolidation,102455,126095,61.7
3537,7200,11.99,10+ years,RENT,50000,0,C,36.34,1,680,684,682,home_improvement,54118,76674,51.3
3539,10000,10.42,7 years,MORTGAGE,81000,1,B,8.89,0,675,679,677,debt_consolidation,192580,198268,83
3540,35000,17.99,3 years,MORTGAGE,89000,1,D,18.02,1,685,689,687,debt_consolidation,373768,410414,87
3541,15000,16.99,4 years,OWN,46000,1,D,11.35,0,680,684,682,debt_consolidation,163361,170895,50.5
3542,6000,11.44,10+ years,RENT,70000,1,B,20.53,0,660,664,662,debt_consolidation,42066,72207,45.7
3544,30000,9.44,10+ years,RENT,129560,1,B,11.87,0,740,744,742,other,43247,89800,44.4
3546,12000,13.99,2 years,OWN,37000,1,C,17.35,0,670,674,672,debt_consolidation,22675,32950,67
3547,8400,14.08,< 1 year,OWN,140000,1,C,18.97,2,680,684,682,debt_consolidation,641718,688833,75
3548,7200,7.97,10+ years,RENT,70608,1,A,23.1,1,680,684,682,debt_consolidation,26719,66950,69
3553,20000,14.31,7 years,RENT,60000,1,C,10.46,0,685,689,687,debt_consolidation,16925,25200,67.2
3555,19200,17.86,10+ years,MORTGAGE,80000,0,D,27.72,0,660,664,662,debt_consolidation,169829,198119,65
3557,8000,10.99,10+ years,MORTGAGE,74000,1,B,19.16,0,670,674,672,debt_consolidation,149997,178735,18.9
3558,24000,17.27,10+ years,RENT,90000,1,D,23.59,0,685,689,687,debt_consolidation,78541,126831,91.4
3559,17125,15.61,10+ years,MORTGAGE,41103,1,D,23.42,0,680,684,682,credit_card,169861,193545,74.4
3561,5000,10.91,9 years,MORTGAGE,75000,1,B,3.98,2,665,669,667,debt_consolidation,10838,19800,56.9
